code	store_name	location	product_ean
ES	Villaquilambre	Europe/Madrid	3555595630295
EC	Cuenca	America/Guayaquil	7405322773619
US	Evergreen Park	America/Chicago	4864107771142
RU	Malakhovka	Europe/Moscow	4315258038351
IT	Falconara Marittima	Europe/Rome	6087261058852
IN	Jais	Asia/Kolkata	5477047437185
DE	Schleswig	Europe/Berlin	5320840488727
BE	Rixensart	Europe/Brussels	4518245630419
PK	Mianwali	Asia/Karachi	1640403951555
IN	Puducherry	Asia/Kolkata	2196023055610
CN	Zhuangyuan	Asia/Shanghai	9325403480664
IN	Amreli	Asia/Kolkata	7023474481079
UA	Lutsk	Europe/Kiev	7481050108930
JP	Minokamo	Asia/Tokyo	1610389654559
US	Tupelo	America/Chicago	8509119432457
MY	Batu Feringgi	Asia/Kuala_Lumpur	0951170571183
JP	Toyokawa	Asia/Tokyo	5726715938425
IN	Aistala	Asia/Kolkata	5830105791283
US	Rosemount	America/Chicago	4457132113539
IL	Rahat	Asia/Jerusalem	4215350683773
UG	Arua	Africa/Kampala	0657466235363
PH	Naga	Asia/Manila	5127321213416
IT	Ragusa	Europe/Rome	8704255284322
BR	Catende	America/Recife	1831309426081
TJ	Vahdat	Asia/Dushanbe	3139495678764
IN	Amreli	Asia/Kolkata	2134992547507
TH	Tak Bai	Asia/Bangkok	1278369622259
US	Nutley	America/New_York	1097528252751
RU	Naro-Fominsk	Europe/Moscow	5552186802435
KZ	Zaysan	Asia/Almaty	9509372766428
US	Rutland	America/New_York	6880065749120
KR	Nonsan	Asia/Seoul	5193822606835
US	Huntley	America/Chicago	0733838717504
US	San Gabriel	America/Los_Angeles	6439397909148
FR	Valence	Europe/Paris	9286601724489
US	Gainesville	America/New_York	3750874294957
IN	Diamond Harbour	Asia/Kolkata	3827060595928
NL	Tongelre	Europe/Amsterdam	7722330552983
RU	Danilov	Europe/Moscow	9833907411454
US	Sun City Center	America/New_York	0720605493877
DZ	El Achir	Africa/Algiers	4282595692457
PT	Albufeira	Europe/Lisbon	6204337458099
JP	Inawashiro	Asia/Tokyo	0257907018595
RU	Buynaksk	Europe/Moscow	4052655885859
UA	Hlukhiv	Europe/Kiev	8411681839179
US	Fayetteville	America/New_York	1553704820874
CN	Hengshui	Asia/Shanghai	0225320520094
US	Pekin	America/Chicago	7746176744852
RU	Aykhal	Asia/Yakutsk	2958389048619
DE	Karben	Europe/Berlin	2009930666766
MM	Dawei	Asia/Yangon	6356057695374
MX	Guanajuato	America/Mexico_City	8513735338802
JP	Ina	Asia/Tokyo	7326082839196
US	Hutto	America/Chicago	5322743116981
NG	Efon-Alaaye	Africa/Lagos	7348444434092
MA	Jerada	Africa/Casablanca	2207069382421
ES	Gernika-Lumo	Europe/Madrid	9377915889336
MX	Heroica Matamoros	America/Matamoros	8860072725476
PS	East Jerusalem	Asia/Hebron	9512657461154
PT	Custoias	Europe/Lisbon	2489068944903
GB	Arbroath	Europe/London	1646926594897
US	Ken Caryl	America/Denver	0265722909486
US	Evergreen Park	America/Chicago	7117215772325
JP	Inawashiro	Asia/Tokyo	1844593717018
DZ	Bordj Zemoura	Africa/Algiers	8927769482040
US	Toledo	America/New_York	9083453863027
NL	Zeist	Europe/Amsterdam	1861861656206
CM	Mbalmayo	Africa/Douala	9476954307327
IN	Srinagar	Asia/Kolkata	5887570118435
CO	El Copey	America/Bogota	3113561286558
BW	Tonota	Africa/Gaborone	4359671488621
BG	Smolyan	Europe/Sofia	1190730476325
CH	Onex	Europe/Zurich	6343631014324
FR	Gonesse	Europe/Paris	5920455083821
PE	Yunguyo	America/Lima	9423105840998
IN	Sheoganj	Asia/Kolkata	9421915061053
US	Porterville	America/Los_Angeles	7636813937078
TH	Damnoen Saduak	Asia/Bangkok	3661235260576
BR	Itaperuna	America/Sao_Paulo	5688429927754
MX	Paracho de Verduzco	America/Mexico_City	6659903480958
RU	Stupino	Europe/Moscow	1491746531313
RU	Gavrilov-Yam	Europe/Moscow	9143587890631
US	Muskogee	America/Chicago	7520638277443
ID	Majene	Asia/Makassar	6814486492341
DE	Hofheim am Taunus	Europe/Berlin	1024369599172
DE	Rudolstadt	Europe/Berlin	9666912223763
IT	Afragola	Europe/Rome	3267627939954
DE	Eppingen	Europe/Berlin	1456486849708
ES	el Camp de l'Arpa del Clot	Europe/Madrid	6736221882227
AZ	Astara	Asia/Baku	0152580606896
MX	San Lorenzo Acopilco	America/Mexico_City	5961314468458
BR	Muritiba	America/Bahia	2266899325732
FR	Lons-le-Saunier	Europe/Paris	8961121849287
CN	Xinzhou	Asia/Shanghai	0760682124554
CH	Onex	Europe/Zurich	0255913842852
HT	Croix-des-Bouquets	America/Port-au-Prince	1763437574962
RU	Dyat’kovo	Europe/Moscow	2197796423354
IN	Pilkhua	Asia/Kolkata	2544517719805
FR	Dax	Europe/Paris	0787470946471
US	Westchester	America/Chicago	0324023331379
US	Huntley	America/Chicago	4307949876274
PK	Alipur	Asia/Karachi	9937339309164
FR	Colomiers	Europe/Paris	2995884062696
US	Longview	America/Chicago	0209166202420
BR	Valinhos	America/Sao_Paulo	9467804411929
US	Fayetteville	America/New_York	4918390456177
PK	Kot Addu	Asia/Karachi	0890835797356
NG	Shagamu	Africa/Lagos	1295943603855
MA	Oulmes	Africa/Casablanca	2953679456716
TZ	Chanika	Africa/Dar_es_Salaam	5419430017642
US	Woodlawn	America/New_York	8261177275147
IN	Saharsa	Asia/Kolkata	8519849703185
DE	Neuburg an der Donau	Europe/Berlin	4734097652045
AR	Esperanza	America/Argentina/Cordoba	8266681024588
KZ	Zaysan	Asia/Almaty	0322701771493
RE	Saint-Denis	Indian/Reunion	9790950314876
ID	Ngemplak	Asia/Jakarta	2962219933754
ID	Majene	Asia/Makassar	6191335389596
IN	Jashpurnagar	Asia/Kolkata	9226598611607
BR	Altamira	America/Santarem	8145063027785
UA	Nova Kakhovka	Europe/Kiev	6809601613312
JP	Toyokawa	Asia/Tokyo	6156017696737
BR	Miracema	America/Sao_Paulo	7745825442712
DZ	Ksar Chellala	Africa/Algiers	8785985572286
IN	Meerut	Asia/Kolkata	9209358660237
IN	Srinagar	Asia/Kolkata	5718675794234
US	Gainesville	America/New_York	2846997991116
IT	Somma Vesuviana	Europe/Rome	7676314314640
IN	Lal Bahadur Nagar	Asia/Kolkata	5267792536253
US	Crystal Lake	America/Chicago	3457469027784
FR	Montpellier	Europe/Paris	6716684057141
GB	Southsea	Europe/London	4900172023820
TL	Maliana	Asia/Dili	9619626561058
CO	Puerto Colombia	America/Bogota	5874771061585
ID	Cibinong	Asia/Jakarta	8777404142972
NG	Efon-Alaaye	Africa/Lagos	7538289363378
PK	Qadirpur Ran	Asia/Karachi	2848106601367
US	Westchester	America/Chicago	8830970684892
US	Saratoga Springs	America/Denver	9959135961889
KE	Nyahururu	Africa/Nairobi	2929883728611
MQ	Le Robert	America/Martinique	6016797781200
RU	Gudermes	Europe/Moscow	4561090126743
PE	Minas de Marcona	America/Lima	1953963762852
CI	Lakota	Africa/Abidjan	4516942947175
JP	Kamakura	Asia/Tokyo	5017252580223
NI	Jinotepe	America/Managua	8552699514181
IN	Kalavoor	Asia/Kolkata	2955401205364
FR	Elbeuf	Europe/Paris	2225715063302
MA	Jerada	Africa/Casablanca	5520071244059
RU	Buynaksk	Europe/Moscow	1044703839115
CN	Zaozhuang	Asia/Shanghai	4145704115943
IN	Haldwani	Asia/Kolkata	7423996755489
US	Laguna Niguel	America/Los_Angeles	6479372766601
US	Woodbridge	America/New_York	0577484831173
IN	Moga	Asia/Kolkata	9517742655401
CN	Xinzhou	Asia/Shanghai	2470374957848
GH	Tarkwa	Africa/Accra	1558257676138
US	Greenville	America/Chicago	0134912322742
MG	Ambatondrazaka	Indian/Antananarivo	3731262116747
DE	Reutlingen	Europe/Berlin	4264849449772
RU	Saraktash	Asia/Yekaterinburg	4048199375055
PE	Minas de Marcona	America/Lima	3670235833505
US	New Canaan	America/New_York	1424737485333
PK	Daud Khel	Asia/Karachi	4905737334526
US	Independence	America/Chicago	9658968502800
PE	Minas de Marcona	America/Lima	9115219353654
DK	Frederiksberg	Europe/Copenhagen	4873333041660
MX	Heroica Matamoros	America/Matamoros	9251240964848
PH	Calauan	Asia/Manila	4094525644418
DE	Siegburg	Europe/Berlin	2418421047968
JP	Sasayama	Asia/Tokyo	4564992235025
CN	Zhuangyuan	Asia/Shanghai	6531733510176
IT	Montecchio Maggiore-Alte Ceccato	Europe/Rome	7436079969642
IN	Jais	Asia/Kolkata	2320022814842
CO	Buenaventura	America/Bogota	7428784314008
VU	Port-Vila	Pacific/Efate	8231981995203
MT	Valletta	Europe/Malta	9105077465477
FR	Vienne	Europe/Paris	3925423602464
PK	Alipur	Asia/Karachi	2543049981681
TR	Bergama	Europe/Istanbul	0193973273400
NG	Ilesa	Africa/Lagos	2467517684846
VU	Port-Vila	Pacific/Efate	4066098373675
IN	Sambalpur	Asia/Kolkata	1632522797862
TZ	Usagara	Africa/Dar_es_Salaam	5700313540266
VE	La Victoria	America/Caracas	2789487795019
DE	Albstadt	Europe/Berlin	9834655145011
US	Visitacion Valley	America/Los_Angeles	6668387399670
JP	Karatsu	Asia/Tokyo	1145887297781
ZA	Mokopane	Africa/Johannesburg	3323017510315
IQ	Karbala	Asia/Baghdad	2837892812156
CA	Beaconsfield	America/Toronto	9692821308185
ID	Besuki	Asia/Jakarta	1778716076808
SK	Skalica	Europe/Bratislava	2298371486204
CG	Brazzaville	Africa/Brazzaville	3215081373197
US	Kahului	Pacific/Honolulu	1853985424434
NI	Jinotepe	America/Managua	8327598570657
AR	Esperanza	America/Argentina/Cordoba	5537140143854
US	North Lauderdale	America/New_York	7533505190936
VN	Sa Dec	Asia/Ho_Chi_Minh	9332216667038
ID	Pameungpeuk	Asia/Jakarta	9449437997247
US	Brunswick	America/New_York	7755473815905
RU	Severodvinsk	Europe/Moscow	0588026037748
RU	Tyoply Stan	Europe/Moscow	9938834765127
DE	Landshut	Europe/Berlin	1520588398638
AU	Maryborough	Australia/Brisbane	5705996455142
DE	Stuttgart	Europe/Berlin	7449834303735
US	Muskogee	America/Chicago	1079429687566
BR	Pato Branco	America/Sao_Paulo	0492795455842
GB	Rutherglen	Europe/London	1821165450566
BR	Buri	America/Sao_Paulo	6011173943050
US	Waterbury	America/New_York	9967418768391
US	Longview	America/Chicago	6099074985096
IN	Patti	Asia/Kolkata	2817959577471
SO	Kismayo	Africa/Mogadishu	8275924514014
DZ	Frenda	Africa/Algiers	2546738224656
BR	Santa Gertrudes	America/Sao_Paulo	3288300460251
US	Stockbridge	America/New_York	9938823718448
TN	El Alia	Africa/Tunis	5828676964328
UA	Svatove	Europe/Zaporozhye	7456023521054
US	Punta Gorda Isles	America/New_York	2008899214582
DE	Charlottenburg-Nord	Europe/Berlin	2850820509331
MA	Azrou	Africa/Casablanca	7208134930399
NI	Jinotepe	America/Managua	4610934469574
TR	Sungurlu	Europe/Istanbul	4995225482037
FR	La Garenne-Colombes	Europe/Paris	0624525539533
US	Claremont	America/Los_Angeles	9935115753866
US	Middle River	America/New_York	9620773194990
NL	Culemborg	Europe/Amsterdam	2837866009957
MD	Soroca	Europe/Chisinau	9467428751814
ID	Muncar	Asia/Jakarta	0596014150935
DE	Stuttgart	Europe/Berlin	5089865372083
BA	Bijeljina	Europe/Sarajevo	9017195491903
PK	Qadirpur Ran	Asia/Karachi	3228908183749
US	Malden	America/New_York	3120317925333
PK	Sillanwali	Asia/Karachi	5699248126266
CN	Zhuangyuan	Asia/Shanghai	7552102359225
US	Saratoga Springs	America/Denver	2686712303950
ID	Randudongkal	Asia/Jakarta	2532122363674
CN	Sishui	Asia/Shanghai	4520059916689
US	Scottsdale	America/Phoenix	4050560096261
PH	Masbate	Asia/Manila	4907823326262
GN	Camayenne	Africa/Conakry	6311258026273
AU	Nowra	Australia/Sydney	8426851517269
CA	Charlottetown	America/Halifax	5034041475164
US	Indio	America/Los_Angeles	9980745719881
MY	Ulu Tiram	Asia/Kuala_Lumpur	3477895376744
DO	Santa Cruz de Barahona	America/Santo_Domingo	9880135102579
NE	Mirriah	Africa/Niamey	9135097177470
AU	Carindale	Australia/Brisbane	0609324978530
CM	Idenao	Africa/Douala	0956215976565
IN	Malaut	Asia/Kolkata	7579179745485
FR	Bar-le-Duc	Europe/Paris	1416347369387
TT	Port of Spain	America/Port_of_Spain	2484039826967
AR	Ushuaia	America/Argentina/Ushuaia	3957759571015
US	North Tustin	America/Los_Angeles	8254993727884
GB	Inverness	Europe/London	9656167484132
IT	Novara	Europe/Rome	7478539804971
IN	Pune	Asia/Kolkata	3249973733059
US	Bothell West	America/Los_Angeles	6091298877898
CN	Danjiangkou	Asia/Shanghai	9364965115508
GB	Arbroath	Europe/London	5282029564267
CH	Adliswil	Europe/Zurich	6945592776848
DE	Nidderau	Europe/Berlin	1326514017051
RU	Yeysk	Europe/Moscow	1667733861170
CO	Socorro	America/Bogota	8989729379968
US	Scarsdale	America/New_York	1328775061866
DE	Pfullingen	Europe/Berlin	7817766278023
ID	Wangon	Asia/Jakarta	5194590633665
CN	Changshu City	Asia/Shanghai	6864800325428
RU	Kolomyagi	Europe/Moscow	6100440359097
AR	Tandil	America/Argentina/Buenos_Aires	6077525054164
US	Middle River	America/New_York	7835351497598
BD	Manikchari	Asia/Dhaka	4576627488676
PH	Dipolog	Asia/Manila	8748344530310
BR	Palmeira	America/Sao_Paulo	8737369693018
BR	Tucano	America/Bahia	1964678815467
DE	Kirchlengern	Europe/Berlin	3773711713695
CF	Carnot	Africa/Bangui	9624378775745
BR	Nova Xavantina	America/Cuiaba	0384100319850
CN	Hoxtolgay	Asia/Urumqi	1349128577001
JP	Yao	Asia/Tokyo	0419059385257
US	New Canaan	America/New_York	7054392196325
IN	Bachhraon	Asia/Kolkata	9082972197545
US	Huntley	America/Chicago	1163376549272
AF	Sar-e Pul	Asia/Kabul	0774897030272
RU	Zhukovka	Europe/Moscow	2550615503062
SL	Freetown	Africa/Freetown	8491384243824
CO	Madrid	America/Bogota	8716769289816
IN	Periyakulam	Asia/Kolkata	9519673170268
NG	Shagamu	Africa/Lagos	1974012379050
DE	Trossingen	Europe/Berlin	5213746637668
ES	Puertollano	Europe/Madrid	7620111949758
DE	Finnentrop	Europe/Berlin	8024015142380
CN	Huangshi	Asia/Shanghai	3481454077515
IT	Perugia	Europe/Rome	6527675907839
BR	Guaraciaba do Norte	America/Fortaleza	1999856434284
IN	Madhipura	Asia/Kolkata	9505921164332
US	Pekin	America/Chicago	5654385699950
CN	Taozhuang	Asia/Shanghai	9612490656066
IN	Gariadhar	Asia/Kolkata	6354591261482
US	Hueytown	America/Chicago	0572905246734
PK	Hasilpur	Asia/Karachi	6925099601096
US	Lino Lakes	America/Chicago	4888775011126
CO	San Carlos	America/Bogota	8816663501721
AU	Carindale	Australia/Brisbane	1268866244597
US	Kensington	America/New_York	2333373537759
LY	Ghat	Africa/Tripoli	1989240527531
PH	Sorsogon	Asia/Manila	2980262094482
DE	Friedberg	Europe/Berlin	2815142505409
RU	Novosilikatnyy	Asia/Barnaul	3879465729729
FR	Bar-le-Duc	Europe/Paris	5001972851510
AZ	Astara	Asia/Baku	7923419150698
US	Davis	America/Los_Angeles	7141971914897
US	Iron River	America/Menominee	1441892340543
JP	Kamakura	Asia/Tokyo	5939045681866
DE	Rudolstadt	Europe/Berlin	3630130191452
GH	Mampong	Africa/Accra	0334994715870
PT	Custoias	Europe/Lisbon	4173438587217
LR	New Yekepa	Africa/Monrovia	4806402119380
ES	Leioa	Europe/Madrid	3719830653207
DE	Bad Honnef	Europe/Berlin	7013858291240
US	Camarillo	America/Los_Angeles	7747300258764
AR	Esperanza	America/Argentina/Cordoba	9796998842579
PL	Reda	Europe/Warsaw	8224790081052
RU	Lesosibirsk	Asia/Krasnoyarsk	7304973822137
IN	Dalsingh Sarai	Asia/Kolkata	8214532505533
IT	Misterbianco	Europe/Rome	4690254931067
US	Bridgeport	America/New_York	1412946837005
BR	Curitiba	America/Sao_Paulo	0770278218659
RU	Novosilikatnyy	Asia/Barnaul	6058924152477
IT	Tortona	Europe/Rome	9248050819345
CI	Bonoua	Africa/Abidjan	8408279131951
AZ	Qazax	Asia/Baku	2512071800697
TH	Bang Ban	Asia/Bangkok	1523935830096
IN	Dombivli	Asia/Kolkata	1202595078931
TH	Tak Bai	Asia/Bangkok	5622675541869
IN	Elamanchili	Asia/Kolkata	2103521040147
CH	Onex	Europe/Zurich	1559811710787
RU	Oktyabr’skiy	Asia/Yekaterinburg	2009416456744
PK	Sangla Hill	Asia/Karachi	5258747073329
US	Aloha	America/Los_Angeles	7057620291410
IT	Somma Vesuviana	Europe/Rome	7285949763862
JP	Iwade	Asia/Tokyo	4806916186786
DE	Landshut	Europe/Berlin	8726548771012
IN	Dalsingh Sarai	Asia/Kolkata	8210229236919
US	New Canaan	America/New_York	4095336927790
US	Leland	America/New_York	8581188809422
BR	Altamira	America/Santarem	5257802878244
GB	Westbury	Europe/London	4840895288826
JP	Yamada	Asia/Tokyo	5118731142328
MM	Kyaikto	Asia/Yangon	4301297316918
BR	Caldas Novas	America/Sao_Paulo	0584484500060
ES	Talavera de la Reina	Europe/Madrid	4054731400079
NG	Olupona	Africa/Lagos	8375278878845
NI	Jinotepe	America/Managua	4717521555839
US	Bridgeport	America/New_York	6103369327925
RU	Oktyabr’skiy	Asia/Yekaterinburg	9298337083457
JP	Hakodate	Asia/Tokyo	0788191463841
TN	Beni Khiar	Africa/Tunis	8226348489037
PH	Cebu City	Asia/Manila	0747644898371
US	Aurora	America/Denver	4378538139834
IN	Sathyamangalam	Asia/Kolkata	3740888391773
US	Toledo	America/New_York	3973941692221
RU	Bogoroditsk	Europe/Moscow	6982392644045
IT	Mesagne	Europe/Rome	5860296565134
US	San Gabriel	America/Los_Angeles	9547227801795
MY	Donggongon	Asia/Kuching	8375154201835
MA	Jerada	Africa/Casablanca	1573916453769
TR	Gaziantep	Europe/Istanbul	7360110439873
JP	Yao	Asia/Tokyo	2105415719450
PH	La Trinidad	Asia/Manila	5092182397868
ES	Leioa	Europe/Madrid	3782068125792
MK	Saraj	Europe/Skopje	2953270256784
SK	Skalica	Europe/Bratislava	2584983227770
MX	Guanajuato	America/Mexico_City	7641953873612
PR	Aguadilla	America/Puerto_Rico	9284257145443
US	Canton	America/Detroit	7951520067628
ID	Labuhan Deli	Asia/Jakarta	9543836687577
RU	Mikhaylovka	Europe/Volgograd	6124853394315
PH	Baliuag	Asia/Manila	1994119834894
RU	Zhukovka	Europe/Moscow	5209544632325
ID	Tebingtinggi	Asia/Jakarta	0522803773436
UA	Nova Kakhovka	Europe/Kiev	4711548285823
GB	Great Wyrley	Europe/London	5048103044717
RU	Kireyevsk	Europe/Moscow	2597071746329
PK	Fazilpur	Asia/Karachi	9151669491669
CR	Liberia	America/Costa_Rica	0250713204275
MY	Gua Musang	Asia/Kuala_Lumpur	2952258608102
CO	San Carlos	America/Bogota	4515319071154
GB	Brierley Hill	Europe/London	8618064507520
IN	Bhayandar	Asia/Kolkata	3712582706078
IN	Talipparamba	Asia/Kolkata	1458828357117
IT	Afragola	Europe/Rome	6027552840131
US	Scarsdale	America/New_York	2821145132467
UA	Kherson	Europe/Kiev	0755831816909
ID	Pameungpeuk	Asia/Jakarta	3256812193646
ID	Cibinong	Asia/Jakarta	6061720161444
US	South Whittier	America/Los_Angeles	4451322771851
BE	Wevelgem	Europe/Brussels	7171782538968
US	Camarillo	America/Los_Angeles	9618098758898
US	West Des Moines	America/Chicago	0140138982677
US	East Haven	America/New_York	2187013197267
DE	Bretten	Europe/Berlin	1838346052785
MX	Jocotepec	America/Mexico_City	4917301992568
UY	Durazno	America/Montevideo	6868544402759
GB	High Wycombe	Europe/London	7577218763278
TR	Aksaray	Europe/Istanbul	0552060129745
PH	San Jose	Asia/Manila	2046264593146
US	Ken Caryl	America/Denver	6431111531055
NG	Argungu	Africa/Lagos	2344660448962
FR	Rueil-Malmaison	Europe/Paris	8646586396421
BR	Santa Gertrudes	America/Sao_Paulo	5206384875578
BR	Barra dos Coqueiros	America/Maceio	3587959475419
US	Pleasant Prairie	America/Chicago	4688900930687
ES	Novelda	Europe/Madrid	4716763019345
GB	Exeter	Europe/London	7581835365593
CA	Norfolk County	America/Toronto	3261632413607
RU	Arzamas	Europe/Moscow	0723009661606
GB	Mexborough	Europe/London	5735419745444
ES	Maspalomas	Atlantic/Canary	3456968649275
RU	Otradnyy	Europe/Samara	1079679618914
CM	Idenao	Africa/Douala	4273308256738
PH	Dipolog	Asia/Manila	7906585593353
CG	Brazzaville	Africa/Brazzaville	0059365793058
AU	Griffith	Australia/Sydney	0827558692880
DE	Nidderau	Europe/Berlin	7233552857836
TH	Roi Et	Asia/Bangkok	7480254421722
PL	Strzelce Opolskie	Europe/Warsaw	6487252797454
DE	Gifhorn	Europe/Berlin	7886590530560
BR	Lagarto	America/Maceio	0688797660128
US	Pahrump	America/Los_Angeles	6227820231702
BR	Valinhos	America/Sao_Paulo	9156496817507
JP	Minokamo	Asia/Tokyo	2096047162762
IT	Villabate	Europe/Rome	6525168874798
US	Milledgeville	America/New_York	4269710037607
UA	Shepetivka	Europe/Kiev	4284826872997
IN	Rangia	Asia/Kolkata	8057405982464
IT	Misterbianco	Europe/Rome	2799585779811
IT	Chiavari	Europe/Rome	2814082717804
IN	Patti	Asia/Kolkata	8401894595009
US	Bourbonnais	America/Chicago	9643877701611
US	Front Royal	America/New_York	0453863951000
CN	Jiangyan	Asia/Shanghai	6359093585210
DZ	Thenia	Africa/Algiers	4504108371520
NL	Hoogezand	Europe/Amsterdam	8182314629725
BR	Rio Real	America/Bahia	1592330281314
DE	Stade	Europe/Berlin	9544275121271
GB	Surbiton	Europe/London	6598458937473
TZ	Mvomero	Africa/Dar_es_Salaam	5975251832524
RU	Kolomyagi	Europe/Moscow	1534406537536
CA	Sherwood Park	America/Edmonton	2843663838409
NL	Vught	Europe/Amsterdam	5498289751907
FR	Arles	Europe/Paris	6771777419961
UG	Arua	Africa/Kampala	8624900201507
ID	Pameungpeuk	Asia/Jakarta	8496282636372
MG	Antanifotsy	Indian/Antananarivo	9471982552381
DE	Aschaffenburg	Europe/Berlin	0963507778875
IR	Isfahan	Asia/Tehran	6054596224429
TH	Tak Bai	Asia/Bangkok	6274831275317
TR	Aksaray	Europe/Istanbul	3302911789201
IT	Bisceglie	Europe/Rome	8294467360872
IN	Chamba	Asia/Kolkata	7501556477009
MX	Heroica Matamoros	America/Matamoros	5102304224993
US	Morningside Heights	America/New_York	5159121800015
CN	Meizhou	Asia/Shanghai	1775104736177
NL	Hoogezand	Europe/Amsterdam	7932431960826
ID	Muncar	Asia/Jakarta	0227453625844
IT	Somma Vesuviana	Europe/Rome	5964480461520
US	Aurora	America/Denver	3968563677602
IN	Dalsingh Sarai	Asia/Kolkata	7377088868482
RS	Negotin	Europe/Belgrade	8973165216987
DE	Verl	Europe/Berlin	8958062159469
BR	Aracaju	America/Maceio	8610115768348
US	Palm Desert	America/Los_Angeles	1603873534383
RU	Stupino	Europe/Moscow	3332470899103
CR	Liberia	America/Costa_Rica	0007377871189
AR	Barracas	America/Argentina/Buenos_Aires	3356088458521
DE	Weimar	Europe/Berlin	3195799635360
US	Carlsbad	America/Denver	5568340825103
TR	Sungurlu	Europe/Istanbul	5972098516136
PT	Albufeira	Europe/Lisbon	2066737117006
LT	Alytus	Europe/Vilnius	9808107182305
RU	Buynaksk	Europe/Moscow	7818140146402
US	Bourbonnais	America/Chicago	8071445818811
GB	Chapletown	Europe/London	1800499647910
RU	Tavda	Asia/Yekaterinburg	4123533186990
BR	Tucano	America/Bahia	1797743147589
ID	Tarakan	Asia/Makassar	2561740092963
TN	Msaken	Africa/Tunis	3086240878736
MX	Tuxtla	America/Mexico_City	3172620824391
CH	Adliswil	Europe/Zurich	3120787484972
JP	Annaka	Asia/Tokyo	1728497205805
ZA	Mokopane	Africa/Johannesburg	9165403470438
CA	Kelowna	America/Vancouver	0323273461492
EE	Narva	Europe/Tallinn	3917452845776
IN	Rangia	Asia/Kolkata	4645791586973
US	Rutland	America/New_York	4340191619749
BR	Itacoatiara	America/Manaus	5248609520139
US	Kensington	America/New_York	8865586521040
KR	Goyang-si	Asia/Seoul	9175986313688
US	Lebanon	America/New_York	3988555755101
BR	Lagarto	America/Maceio	4798018867680
MG	Ambatondrazaka	Indian/Antananarivo	7302815273413
IN	Chharra	Asia/Kolkata	9876601383214
HN	Olanchito	America/Tegucigalpa	0644185942269
FR	La Garenne-Colombes	Europe/Paris	3924779776140
US	Lompoc	America/Los_Angeles	8049764379412
DE	Albstadt	Europe/Berlin	1733824442747
BR	Catende	America/Recife	4097688345390
KE	Busia	Africa/Nairobi	2326082402784
IT	Gorgonzola	Europe/Rome	8929244396026
IN	Jais	Asia/Kolkata	9452630544941
DZ	Messaad	Africa/Algiers	1682484879519
JP	Komono	Asia/Tokyo	8493553165258
ES	Cardedeu	Europe/Madrid	7050544171332
CA	Sherwood Park	America/Edmonton	1860625492753
TH	Damnoen Saduak	Asia/Bangkok	0700934772508
GB	Poulton-le-Fylde	Europe/London	4116219692038
AO	Luena	Africa/Luanda	8464095574105
PH	Calauan	Asia/Manila	6270022747502
TH	Thap Than	Asia/Bangkok	6739840256363
IT	Afragola	Europe/Rome	4699073628257
CN	Meizhou	Asia/Shanghai	2216213061938
SO	Baki	Africa/Mogadishu	9282820976265
GB	Hartley	Europe/London	0610734628939
NI	Somoto	America/Managua	7417429907484
PG	Mount Hagen	Pacific/Port_Moresby	0290202066069
US	South Lawndale	America/Chicago	5329222880302
IN	Bhuban	Asia/Kolkata	3217003860778
IN	Adra	Asia/Kolkata	1298143490331
US	Fairview Heights	America/Chicago	3979995241057
US	Stockbridge	America/New_York	2272748966469
RU	Valday	Europe/Moscow	9418047268771
DZ	El Achir	Africa/Algiers	0503186126330
CZ	Most	Europe/Prague	5536243714619
RU	Stupino	Europe/Moscow	4539296517870
IT	Chiavari	Europe/Rome	3364659956369
DZ	El Achir	Africa/Algiers	3008296222431
RU	Buynaksk	Europe/Moscow	3053802108761
US	North Tustin	America/Los_Angeles	1043186133383
TZ	Kidodi	Africa/Dar_es_Salaam	7777221566693
BR	Valinhos	America/Sao_Paulo	9490292706048
PE	Iquitos	America/Lima	6517350953343
HN	Olanchito	America/Tegucigalpa	8687618949772
NZ	Timaru	Pacific/Auckland	5595981989376
IN	Bhuban	Asia/Kolkata	1812481053975
FR	Dax	Europe/Paris	5428175174039
IN	Parola	Asia/Kolkata	8962297822913
IN	Sheoganj	Asia/Kolkata	8029666744440
ID	Kudus	Asia/Jakarta	0219543580935
CN	Heyuan	Asia/Shanghai	2186016451055
GT	Chichicastenango	America/Guatemala	3714082410523
JP	Suzaka	Asia/Tokyo	2639274331039
US	Scotch Plains	America/New_York	8449706179788
BR	Itabirito	America/Sao_Paulo	8370686266963
GH	Mampong	Africa/Accra	4833371117369
NE	Mirriah	Africa/Niamey	7064252138570
DE	Albstadt	Europe/Berlin	3490508509551
US	Lino Lakes	America/Chicago	5023074701289
US	Mira Mesa	America/Los_Angeles	0801553655255
JP	Hita	Asia/Tokyo	1073795487980
IL	Ramla	Asia/Jerusalem	6020498524639
SY	Tadmur	Asia/Damascus	2683738258189
US	Iron River	America/Menominee	3708101750035
FR	La Garenne-Colombes	Europe/Paris	1400734484142
KZ	Kyzylorda	Asia/Qyzylorda	6703869250824
US	Abilene	America/Chicago	2316044819323
US	Opportunity	America/Los_Angeles	5476399304329
DE	Kirchlengern	Europe/Berlin	8550195417012
IT	Portogruaro	Europe/Rome	1417931319511
TZ	Kidodi	Africa/Dar_es_Salaam	1694527808608
CL	San Bernardo	America/Santiago	2451597392449
SK	Skalica	Europe/Bratislava	8018953359962
